IP Address,MAC Address,Device Name,Subnet,Device Type,VLAN,Location,Active,Last Seen,Serial Number,Manufacturer,Model,Firmware Version,Managed By,Assignment Type,Timestamp,Criticality,Network Purpose,DNS Records,IP Assignment Date,Change Reference
192.27.192.205,,1126saob-c3750-96-AL5-1,,Switch,,,,,FDO1626X03X1,,"Cisco Systems, Inc. WS-C3750V2-48PS-S",,,,,,,,28-01-2022 23:18,
192.27.192.209,,1126saob-c3750-96-AL7-1,,Switch,,,,,FDO1620X1CK,,"Cisco Systems, Inc. WS-C3750V2-48PS-S",,,,,,,,28-01-2022 23:18,
192.27.192.1,,1126saob-c3850-32-CL1-1,,Router,,,,,FOC2110X0A5,,"Cisco Systems, Inc. WS-C3850-12S-S",,,,,,,,28-01-2022 23:18,
192.27.192.1,,1126saob-c3850-32-CL1-2,,Switch,,,,,FOC2110X0A3,,"Cisco Systems, Inc. WS-C3850-12S-E",,,,,,,,28-01-2022 23:16,
192.27.192.4,,1126saob-c3850-96-SF1-1,,Switch,,,,,FCW2109D11M,,"Cisco Systems, Inc. WS-C3850-48T-L",,,,,,,,28-01-2022 23:15,
192.27.192.211,,1636saob-c2960-24-AL11,,Switch,,,,21-02-2021 20:45,FCQ1551Y414,,"Cisco Systems, Inc. WS-C2960-24PC-L",,,,,,,,16-10-2018 21:05,
192.27.192.203,,1636saob-c2960-24-al3,,Switch,,,,21-02-2021 20:45,FCQ1621X7ED,,"Cisco Systems, Inc. WS-C2960-24PC-L",,,,,,,,16-10-2018 21:02,
192.27.192.22,,1636saob-c2960-24-wan2,,Switch,,,,21-02-2021 20:56,FCQ1551Y4G6,,"Cisco Systems, Inc. WS-C2960-24PC-L",,,,,,,,16-10-2018 21:05,
192.27.192.5,,1636saob-c2960-48-SM1,,Switch,,,,21-02-2021 20:45,FCQ1636X3DF,,"Cisco Systems, Inc. WS-C2960-48TC-L",,,,,,,,16-10-2018 21:16,
192.27.192.210,,1636saob-c3750-192-AL10-1,,Switch,,,,,FDO1526Y372,,"Cisco Systems, Inc. WS-C3750V2-48PS-S",,,,,,,,28-01-2022 23:15,
192.27.192.210,,1636saob-c3750-192-AL10-2,,Switch,,,,,FDO1507X1ZN,,"Cisco Systems, Inc. WS-C3750V2-48PS-S",,,,,,,,28-01-2022 23:18,
192.27.192.210,,1636saob-c3750-192-AL10-3,,Router,,,,,FDO1527X2CU,,"Cisco Systems, Inc. WS-C3750V2-48PS-S",,,,,,,,28-01-2022 23:16,
192.27.192.210,,1636saob-c3750-192-AL10-4,,Switch,,,,,FDO1527X2CX,,"Cisco Systems, Inc. WS-C3750V2-48PS-S",,,,,,,,28-01-2022 23:18,
192.27.192.208,,1636saob-c3750-192-AL8-2,,Switch,,,,,FDO1605X1D0,,"Cisco Systems, Inc. WS-C3750V2-48PS-S",,,,,,,,28-01-2022 23:15,
192.27.192.200,,1636saob-c3750-24-DL1-1,,Firewall ,,,,,FDO1636Y23Q,,Cisco WS-C3750G-12S-S,,,,,,,,28-01-2022 23:16,
192.27.192.200,,1636saob-c3750-24-DL1-2,,Switch,,,,,FDO1636Y236,,Cisco WS-C3750G-12S-S,,,,,,,,28-01-2022 23:17,
192.27.192.207,,1636saob-c3750-288-AL9-2,,Switch,,,,,FDO1541X0TS,,"Cisco Systems, Inc. WS-C3750V2-48PS-S",,,,,,,,28-01-2022 23:14,
192.27.192.207,,1636saob-c3750-288-AL9-4,,Switch,,,,,FDO1541X0VF,,"Cisco Systems, Inc. WS-C3750V2-48PS-S",,,,,,,,28-01-2022 23:13,
192.27.192.207,,1636saob-c3750-288-AL9-5,,Switch,,,,,FDO1533X2H8,,"Cisco Systems, Inc. WS-C3750V2-48PS-S",,,,,,,,28-01-2022 23:18,
192.27.192.207,,1636saob-c3750-288-AL9-6,,Switch,,,,,FDO1539X204,,"Cisco Systems, Inc. WS-C3750V2-48PS-S",,,,,,,,28-01-2022 23:18,
192.27.201.1,,2884camp-c2960xr-48-cl1,,Switch,,,,21-02-2021 09:32,FDO2315B105,,"Cisco Systems, Inc. WS-C2960XR-48LPS-I",,,,,,,,05-12-2020 12:16,
192.27.205.68,,2886flor-c2960x-48-al1,,Switch,,,,05-12-2020 12:22,FOC2111S1SZ,,"Cisco Systems, Inc. WS-C2960X-48LPS-L",,,,,,,,05-12-2020 12:22,
192.27.202.127,,2887ribe-c2960xr-48-cl1,,Switch,,,,21-02-2021 11:46,FDO2228B0CH,,"Cisco Systems, Inc. WS-C2960XR-48LPS-I",,,,,,,,09-12-2019 02:50,
192.27.209.1,,2888arac-c2960xr-48-cl1,,Switch,,,,21-02-2021 11:46,FDO2228B0CN,,"Cisco Systems, Inc. WS-C2960XR-48LPS-I",,,,,,,,05-12-2020 11:56,
192.27.206.127,,2889mace-c2960xr-24-cl1,,Switch,,,,21-02-2021 11:46,FDO2244B1LM,,Cisco WS-C2960XR-24PS-I,,,,,,,,09-12-2019 02:50,
192.27.206.173,,2893nata-c2960xr-24-cl1,,Switch,,,,21-02-2021 11:46,FDO2321B1P6,,Cisco WS-C2960XR-24PS-I,,,,,,,,05-12-2020 13:11,
192.27.209.173,,2894saoj-c2960xr-48-cl1,,Switch,,,,21-02-2021 09:32,FDO2315B10J,,"Cisco Systems, Inc. WS-C2960XR-48LPS-I",,,,,,,,05-12-2020 13:56,
10.231.108.71,,3646sant-c2960x-96-AL1,,Router,,,,,FOC2014S12Z,"Cisco Systems, Inc.","Cisco Systems, Inc. WS-C2960X-48LPS-L",,,,,,,,21-11-2024 10:38,
10.231.208.171,,3646sant-c2960x-96-AL1a,,Switch,,,,,FCW2011A08E,"Cisco Systems, Inc.","Cisco Systems, Inc. WS-C2960X-48LPS-L",,,,,,,,21-11-2024 10:38,
10.231.218.84,,3646sant-c3850-96-CL1,,Switch,,,,,FCW2019C0ZS,"Cisco Systems, Inc.","Cisco Systems, Inc. WS-C3850-48P-S",,,,,,,,21-11-2024 10:38,
10.231.218.84,,3646sant-c3850-96-CL1-1,,Switch,,,,,FCW2019C0ZS_OLD,"Cisco Systems, Inc.","Cisco Systems, Inc. WS-C3850-48P-S",,,,,,,,01-09-2022 11:52,
10.231.18.185,,3646sant-c3850-96-CL1-2,,Switch,,,,,FCW2019C0ZV_OLD,"Cisco Systems, Inc.","Cisco Systems, Inc. WS-C3850-48P-S",,,,,,,,01-09-2022 11:52,
10.231.220.89,,3646sant-c3850-96-CL2,,Switch,,,,,FCW2019C0ZV,"Cisco Systems, Inc.","Cisco Systems, Inc. WS-C3850-48P-S",,,,,,,,21-11-2024 10:38,
192.25.50.146,,4500g,,Switch,,,,30-03-2025 18:26,,Hewlett-Packard,Hewlett-Packard S4500G-48,,,,,,,,21-07-2024 18:25,
192.27.203.127,,5523nite-c2960xr-48-cl1,,Switch,,,,21-02-2021 11:46,FDO2228B0C8,,"Cisco Systems, Inc. WS-C2960XR-48LPS-I",,,,,,,,09-12-2019 02:50,
10.68.51.66,,AT-01899sw-02,,Switch,,,,,FOC2616YWJD,"Cisco Systems, Inc.","Cisco Systems, Inc. C1000-24FP-4G-L",,,,,,,,05-12-2022 15:22,
192.25.237.34,,AT-01952sw-01,,Switch,,,,,FOC2616YTN1,"Cisco Systems, Inc.","Cisco Systems, Inc. C1000-24FP-4G-L",,,,,,,,11-04-2023 14:14,
192.25.236.33,,AT-05474sw-01,,Switch,,,,,PSZ25091FES,"Cisco Systems, Inc.",Cisco C1000-48P-4G-L,,,,,,,,05-12-2022 15:22,
10.231.220.119,,AT-05474SW-02,,Switch,,,,,FOC26353RKQ,"Cisco Systems, Inc.","Cisco Systems, Inc. C9200L-48P-4G-A",,,,,,,,21-03-2025 14:55,
192.25.249.31,,AT-05483sw-01,,Router,,,,,FOC2616YGPE,"Cisco Systems, Inc.","Cisco Systems, Inc. C1000-24FP-4G-L",,,,,,,,05-12-2022 15:22,
192.25.244.31,,AT-21722sw-01,,Switch,,,,,FOC2616YX0S,"Cisco Systems, Inc.","Cisco Systems, Inc. C1000-24FP-4G-L",,,,,,,,05-12-2022 15:22,
10.83.236.5,,AT-24568sw-01,,Switch,,,,,FOC26353RHW,"Cisco Systems, Inc.","Cisco Systems, Inc. C9200L-48P-4G-A",,,,,,,,05-11-2024 09:43,
10.231.214.6,,AT-24570sw-01,,Switch,,,,,FOC2203S1U9,"Cisco Systems, Inc.","Cisco Systems, Inc. WS-C2960X-48FPS-L",,,,,,,,07-12-2024 00:28,
10.67.180.10,,AU-03793sw-10,,Switch,,,,,FOC26302T9F,"Cisco Systems, Inc.","Cisco Systems, Inc. C9200L-48P-4G",,,,,,,,19-04-2023 10:47,
10.67.189.92,,AU-07909sw-02,,Switch,,,,,JAE26170062,"Cisco Systems, Inc.","Cisco Systems, Inc. C9200L-48P-4G",,,,,,,,19-05-2023 15:37,
